Id	Size_fraction	Kingdom	Supergroup	Phylum	Class	Order	Family	Genus	Genus_revised_for_PIDA	Species
bn_ASV_000268	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	unknown_flavobacteriia	uncultured_Flavobacteriia_bacterium
bn_ASV_000397	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	unknown_flavobacteriia	uncultured_bacterium
bn_ASV_000575	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	unknown_flavobacteriia	uncultured_bacterium
bn_ASV_002057	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	unknown_flavobacteriia	uncultured_marine_bacterium
bp_ASV_000196	pico	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	unknown_flavobacteriia	uncultured_marine_bacterium
bn_ASV_000662	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	unknown_flavobacteriia	uncultured_marine_bacterium
bn_ASV_000759	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	unknown_flavobacteriia	uncultured_marine_bacterium
bn_ASV_001496	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	unknown_flavobacteriia	uncultured_marine_bacterium
bp_ASV_000257	pico	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	unknown_flavobacteriia	uncultured_bacterium
bn_ASV_000199	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola	uncultured_bacterium
bn_ASV_000252	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola	uncultured_bacterium
bp_ASV_000199	pico	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola	uncultured_bacterium
bn_ASV_001307	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola	uncultured_bacterium
bn_ASV_001014	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola	uncultured_marine_bacterium
bn_ASV_001456	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola	uncultured_bacterium
bn_ASV_000083	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa	uncultured_marine_bacterium
bn_ASV_000330	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa	uncultured_marine_bacterium
bp_ASV_000083	pico	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa	uncultured_marine_bacterium
bp_ASV_000330	pico	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa	uncultured_marine_bacterium
bn_ASV_000389	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Fulvimarina	Fulvimarina	Fulvimarina_manganoxydans
bn_ASV_000213	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Ga0077536	Gammaproteobacteria_Ga0077536	Gammaproteobacteria_Ga0077536	Gammaproteobacteria_Ga0077536	uncultured_bacterium
bp_ASV_000213	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Ga0077536	Gammaproteobacteria_Ga0077536	Gammaproteobacteria_Ga0077536	Gammaproteobacteria_Ga0077536	uncultured_bacterium
bn_ASV_000226	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_HOC36	Gammaproteobacteria_HOC36	Gammaproteobacteria_HOC36	Gammaproteobacteria_HOC36	uncultured_bacterium
bp_ASV_000226	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_HOC36	Gammaproteobacteria_HOC36	Gammaproteobacteria_HOC36	Gammaproteobacteria_HOC36	uncultured_bacterium
bn_ASV_000112	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	uncultured_bacterium
bp_ASV_000112	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	uncultured_bacterium
bn_ASV_000432	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	uncultured_bacterium
bn_ASV_002015	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	uncultured_bacterium
bn_ASV_001173	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	uncultured_bacterium
bn_ASV_000334	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_OM182	Gammaproteobacteria_OM182	Gammaproteobacteria_OM182	Gammaproteobacteria_OM182	uncultured_bacterium
bn_ASV_000615	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_OM182	Gammaproteobacteria_OM182	Gammaproteobacteria_OM182	Gammaproteobacteria_OM182	uncultured_marine_bacterium
bp_ASV_000334	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_OM182	Gammaproteobacteria_OM182	Gammaproteobacteria_OM182	Gammaproteobacteria_OM182	uncultured_bacterium
bn_ASV_000038	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000052	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000399	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_000059	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000089	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_SAR86_cluster_bacterium
bn_ASV_000331	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	marine_metagenome
bn_ASV_000289	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_000282	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_000163	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	marine_metagenome
bn_ASV_000227	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000233	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_000104	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bp_ASV_000038	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000097	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	unidentified_marine_bacterioplankton
bn_ASV_000526	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bp_ASV_000052	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bp_ASV_000399	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_000304	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_gamma_proteobacterium
bn_ASV_000238	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000197	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000916	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_000402	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_000411	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_SAR86_cluster_bacterium
bn_ASV_000417	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000426	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bp_ASV_000059	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000386	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_000599	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bp_ASV_000163	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	marine_metagenome
bp_ASV_000089	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_SAR86_cluster_bacterium
bp_ASV_000282	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bp_ASV_000331	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	marine_metagenome
bp_ASV_000289	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bp_ASV_000233	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bp_ASV_000227	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000551	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	marine_metagenome
bn_ASV_001012	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000929	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bp_ASV_000097	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	unidentified_marine_bacterioplankton
bp_ASV_000104	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bp_ASV_000238	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000499	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bp_ASV_000304	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_gamma_proteobacterium
bn_ASV_002375	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_SAR86_cluster_bacterium
bp_ASV_000526	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000822	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bp_ASV_000417	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000484	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_gamma_proteobacterium
bp_ASV_000386	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_000812	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bp_ASV_000197	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bp_ASV_000402	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_000359	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_organism
bn_ASV_000998	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_000335	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_002904	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bp_ASV_000426	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bp_ASV_000916	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_000722	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_gamma_proteobacterium
bp_ASV_000599	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_marine_bacterium
bn_ASV_000380	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	unidentified_marine_bacterioplankton
bn_ASV_000431	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	uncultured_bacterium
bn_ASV_000510	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	uncultured_gamma_proteobacterium
bp_ASV_000431	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	uncultured_bacterium
bp_ASV_000380	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	Gammaproteobacteria_UBA10353	unidentified_marine_bacterioplankton
bn_ASV_000013	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola	Glaciecola_sp._HTCC2999
bp_ASV_000013	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola	Glaciecola_sp._HTCC2999
bn_ASV_001347	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola	Glaciecola_sp._Za3-36-1
bn_ASV_000075	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_marine_bacterium
bn_ASV_000123	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_bacterium
bn_ASV_000473	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_bacterium
bn_ASV_000064	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_bacterium
bp_ASV_000075	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_marine_bacterium
bn_ASV_000578	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	marine_metagenome
bp_ASV_000123	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_bacterium
bn_ASV_000143	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	unidentified_marine_bacterioplankton
bn_ASV_000295	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	marine_metagenome
bn_ASV_000612	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_bacterium
bp_ASV_000473	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_bacterium
bn_ASV_000322	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_gamma_proteobacterium
bn_ASV_001592	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_marine_bacterium
bn_ASV_000746	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_gamma_proteobacterium_HF0010_05D02
bp_ASV_000064	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_bacterium
bn_ASV_000506	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_bacterium
bp_ASV_000143	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	unidentified_marine_bacterioplankton
bp_ASV_000578	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	marine_metagenome
bp_ASV_000295	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	marine_metagenome
bp_ASV_000322	pico	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	uncultured_gamma_proteobacterium
bn_ASV_001152	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	Halieaceae_OM60	marine_metagenome
bn_ASV_000554	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hellea	Hellea	Hellea_balneolensis_DSM_19091
bn_ASV_000069	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	HIMB11	uncultured_bacterium
bn_ASV_000139	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	HIMB11	uncultured_bacterium
